,ddl,summerflag,winterflag,prem,year,pool,estimate,trued,bucketed,ddl_18,summerflag_18,winterflag_18,year_18,pool_18,factor_18,trued_18,bucketed_18,ddl_17,summerflag_17,winterflag_17,year_17,pool_17,factor_17,trued_17,bucketed_17,variation
42838,13.831,0,0,22005715,2019,ATL,1.221567,16.895493177,16.24,16.48,0.0,0.0,2018.0,ATL,1.2182,20.075936,20.379,2.525,0.0,0.0,2017.0,ATL,1.2617,3.1857925,3.316,54.93081033333333
43119,49.276,0,0,22151723,2019,TRA,1.154433,56.88584050800001,48.29,65.60600000000001,0.0,0.0,2018.0,TRA,1.1404,74.81708240000002,76.688,79.11,0.0,0.0,2017.0,TRA,1.2324,97.49516399999999,99.933,223.18241199999994
43392,24.085,0,0,22296204,2019,ATL,1.221567,29.421441195000003,33.209,31.857,0.0,0.0,2018.0,ATL,1.2182,38.8081974,48.29,36.366,0.0,0.0,2017.0,ATL,1.2617,45.8829822,48.29,38.593004333333326
43757,9.144,0,0,22461043,2019,ATL,1.221567,11.170008648000001,11.225,9.392,0.0,0.0,2018.0,ATL,1.2182,11.441334399999999,11.225,0.017,0.0,0.0,2017.0,ATL,1.2617,0.021448900000000003,0.024,28.54237633333333
44689,62.744,0,0,22905756,2019,ATL,1.221567,76.645999848,78.562,64.476,0.0,0.0,2018.0,ATL,1.2182,78.5446632,80.508,47.773,0.0,0.0,2017.0,ATL,1.2617,60.27519410000001,61.782,84.35347899999996
44799,11.175,0,0,22949740,2019,ATL,1.221567,13.651011225000001,13.288,3.609,0.0,0.0,2018.0,ATL,1.2182,4.3964837999999995,4.349,1.711,0.0,0.0,2017.0,ATL,1.2617,2.1587687,2.201,25.069009333333337
44806,66.70100000000001,0,0,22951747,2019,SNG,1.0985,73.2710485,75.103,81.472,0.0,0.0,2018.0,SNG,1.0775,87.78607999999998,89.981,73.19800000000002,0.0,0.0,2017.0,SNG,1.1546,84.51441080000004,86.627,54.808754333333226
45298,101.20200000000001,0,0,23193291,2019,ROM,1.112033,112.53996366600002,115.353,72.28,0.0,0.0,2018.0,ROM,1.0876,78.611728,80.577,69.191,0.0,0.0,2017.0,ROM,1.1691,80.89119810000001,82.913,311.78802100000024
45370,43.455,0,0,23230553,2019,ROM,1.112033,48.323394015,48.29,37.036,0.0,0.0,2018.0,ROM,1.0876,40.2803536,48.29,31.789,0.0,0.0,2017.0,ROM,1.1691,37.1645199,33.209,34.13835433333331
45563,68.063,0,0,23311688,2019,ATL,1.221567,83.143514721,85.222,43.957,0.0,0.0,2018.0,ATL,1.2182,53.5484174,48.29,25.347,0.0,0.0,2017.0,ATL,1.2617,31.9803099,33.209,458.681332
46508,49.605,0,0,23726042,2019,ATL,1.221567,60.595831034999996,62.111,35.78800000000001,0.0,0.0,2018.0,ATL,1.2182,43.59694160000001,48.29,52.057,0.0,0.0,2017.0,ATL,1.2617,65.68031690000001,67.322,76.93369233333323
46933,11.075,0,0,23928708,2019,ROM,1.112033,12.315765475,13.288,11.924,0.0,0.0,2018.0,ROM,1.0876,12.968542399999999,13.288,36.106,0.0,0.0,2017.0,ROM,1.1691,42.211524600000004,48.29,202.00681433333338
46979,21.695999999999998,0,0,23978197,2019,ATL,1.221567,26.503117632,25.362,7.356,0.0,0.0,2018.0,ATL,1.2182,8.9610792,8.961,4.702,0.0,0.0,2017.0,ATL,1.2617,5.9325134,5.887,83.57922533333331
47016,34.232,0,0,24010651,2019,ATL,1.221567,41.816681544000005,48.29,38.521,0.0,0.0,2018.0,ATL,1.2182,46.926282199999996,48.29,46.306,0.0,0.0,2017.0,ATL,1.2617,58.4242802,48.29,37.46387033333332
47067,13.401,0,0,24030484,2019,ATL,1.221567,16.370219367,16.24,25.679,0.0,0.0,2018.0,ATL,1.2182,31.282157799999997,33.209,9.814,0.0,0.0,2017.0,ATL,1.2617,12.3823238,13.288,69.21901299999999
47084,6.649,1,0,24038898,2019,ATL,1.221567,8.122198983,8.453,6.649,0.0,0.0,2018.0,ATL,1.2182,8.0998118,8.453,75.613,0.0,0.0,2017.0,ATL,1.2617,95.4009221,97.786,1585.3444319999999
47151,18.282,0,0,24070150,2019,ATL,1.221567,22.332687894000003,25.362,8.354,0.0,0.0,2018.0,ATL,1.2182,10.1768428,11.225,7.1,0.0,0.0,2017.0,ATL,1.2617,8.95807,8.961,37.52913733333334
47159,106.57,0,0,24074357,2019,ATL,1.221567,130.18239519,133.437,87.88600000000002,0.0,0.0,2018.0,ATL,1.2182,107.06272520000003,109.739,93.626,0.0,0.0,2017.0,ATL,1.2617,118.12792420000001,121.081,91.59776533333306
47161,44.511,0,0,24074958,2019,ATL,1.221567,54.37316873700001,48.29,37.227,0.0,0.0,2018.0,ATL,1.2182,45.349931399999996,48.29,0.002,0.0,0.0,2017.0,ATL,1.2617,0.0025234000000000003,0.024,569.9680603333334
47168,0.0,0,0,24079165,2019,ATL,1.221567,0.0,0.024,16.709,0.0,0.0,2018.0,ATL,1.2182,20.3549038,20.379,,-1.0,0.0,2017.0,ATL,1.2617,,,139.5953405
47177,11.425999999999998,0,0,24082007,2019,ATL,1.221567,13.957624542,13.288,2.684,0.0,0.0,2018.0,ATL,1.2182,3.2696488,3.316,2.15,0.0,0.0,2017.0,ATL,1.2617,2.712655,2.818,27.12531599999999
47216,33.99,0,0,24101402,2019,ATL,1.221567,41.52106233000001,48.29,29.914,0.0,0.0,2018.0,ATL,1.2182,36.441234800000004,33.209,48.13800000000001,0.0,0.0,2017.0,ATL,1.2617,60.735714600000016,62.254,91.48230933333345
47403,27.74,0,0,24244423,2019,TRA,1.154433,32.02397142,33.209,19.042,0.0,0.0,2018.0,TRA,1.1404,21.715496800000004,20.379,49.695,0.0,0.0,2017.0,TRA,1.2324,61.244118,62.775,249.547273
49123,46.004,0,0,25009409,2019,ATL,1.221567,56.196968268,48.29,26.37,0.0,0.0,2018.0,ATL,1.2182,32.123934,33.209,29.421,0.0,0.0,2017.0,ATL,1.2617,37.1204757,33.209,111.6330743333333
50576,41.058,0,0,25661827,2019,ATL,1.221567,50.155097886,48.29,39.088,0.0,0.0,2018.0,ATL,1.2182,47.6170016,48.29,25.016,0.0,0.0,2017.0,ATL,1.2617,31.5626872,33.209,76.54130800000001
51004,18.044,0,0,25873720,2019,ATL,1.221567,22.041954948,25.362,9.533,0.0,0.0,2018.0,ATL,1.2182,11.6131006,11.225,5.64,0.0,0.0,2017.0,ATL,1.2617,7.115988,7.425,40.24196433333334
51442,178.889,0,0,26063297,2019,ATL,1.221567,218.52489906300002,223.988,37.69300000000001,0.0,0.0,2018.0,ATL,1.2182,45.91761260000001,48.29,87.262,0.0,0.0,2017.0,ATL,1.2617,110.09846540000001,112.851,5131.483884333334
51747,3.628,0,0,26194084,2019,ATL,1.221567,4.431845076,4.349,4.323,0.0,0.0,2018.0,ATL,1.2182,5.266278600000001,5.374,13.276,0.0,0.0,2017.0,ATL,1.2617,16.7503292,16.24,28.95385633333333
52092,68.757,0,0,26359359,2019,ATL,1.221567,83.99128221900001,86.091,58.19,0.0,0.0,2018.0,ATL,1.2182,70.887058,72.659,55.365,0.0,0.0,2017.0,ATL,1.2617,69.8540205,71.6,49.83129633333337
52109,1.23,0,0,26371980,2019,ATL,1.221567,1.5025274100000001,1.588,21.012,0.0,0.0,2018.0,ATL,1.2182,25.5968184,25.362,11.536,0.0,0.0,2017.0,ATL,1.2617,14.5549712,16.24,97.88928933333332
52111,21.025,0,0,26374384,2019,ATL,1.221567,25.683446175,25.362,25.009,0.0,0.0,2018.0,ATL,1.2182,30.4659638,33.209,13.263,0.0,0.0,2017.0,ATL,1.2617,16.7339271,16.24,35.68156933333333
52130,3.639,0,0,26384000,2019,ATL,1.221567,4.445282313,4.349,8.044,0.0,0.0,2018.0,ATL,1.2182,9.7992008,9.978,13.727,0.0,0.0,2017.0,ATL,1.2617,17.3193559,16.24,25.578043000000005
52494,86.47399999999998,0,0,26562497,2019,ATL,1.221567,105.63378475799998,108.275,73.079,0.0,0.0,2018.0,ATL,1.2182,89.02483779999999,91.25,87.42,0.0,0.0,2017.0,ATL,1.2617,110.297814,113.055,64.3308703333333
52889,142.582,0,0,26736787,2019,ATL,1.221567,174.173465994,178.528,170.13099999999997,0.0,0.0,2018.0,ATL,1.2182,207.25358419999995,212.435,65.248,0.0,0.0,2017.0,ATL,1.2617,82.32340160000001,84.381,2956.6564409999983
52890,44.967,0,0,26737989,2019,ATL,1.221567,54.930203289000005,48.29,68.492,0.0,0.0,2018.0,ATL,1.2182,83.4369544,85.523,70.033,0.0,0.0,2017.0,ATL,1.2617,88.36063610000001,90.57,197.35077700000008
52891,6.051,0,0,26738590,2019,ATL,1.221567,7.391701917000001,7.425,17.355999999999998,0.0,0.0,2018.0,ATL,1.2182,21.143079199999995,20.379,23.897,0.0,0.0,2017.0,ATL,1.2617,30.1508449,33.209,81.51123699999998
52893,29.22300000000001,0,0,26739191,2019,ATL,1.221567,35.697852441000016,33.209,37.608,0.0,0.0,2018.0,ATL,1.2182,45.81406559999999,48.29,11.022,0.0,0.0,2017.0,ATL,1.2617,13.9064574,13.288,184.733337
52957,0.0,0,0,26769842,2019,ATL,1.221567,0.0,0.024,31.688,0.0,0.0,2018.0,ATL,1.2182,38.602321599999996,48.29,18.114,0.0,0.0,2017.0,ATL,1.2617,22.854433800000002,25.362,252.74996933333333
52958,21.774,0,0,26770443,2019,ATL,1.221567,26.598399858000004,25.362,18.208,0.0,0.0,2018.0,ATL,1.2182,22.180985599999996,25.362,11.607,0.0,0.0,2017.0,ATL,1.2617,14.6445519,16.24,26.60957433333334
52962,23.307,0,0,26772246,2019,ATL,1.221567,28.471062069,33.209,30.338,0.0,0.0,2018.0,ATL,1.2182,36.9577516,33.209,37.549,0.0,0.0,2017.0,ATL,1.2617,47.3755733,48.29,50.711341000000004
52978,20.659000000000002,0,0,26780059,2019,ATL,1.221567,25.236352653000004,25.362,13.671,0.0,0.0,2018.0,ATL,1.2182,16.654012199999997,16.24,3.32,0.0,0.0,2017.0,ATL,1.2617,4.188844,4.349,76.10271100000003
53325,69.15100000000001,0,0,26943531,2019,ATL,1.221567,84.47257961700002,86.584,54.476000000000006,0.0,0.0,2018.0,ATL,1.2182,66.3626632,68.022,71.408,0.0,0.0,2017.0,ATL,1.2617,90.0954736,92.348,84.52371633333331
53339,103.682,0,0,26957926,2019,ATL,1.221567,126.65450969400001,129.821,35.086,0.0,0.0,2018.0,ATL,1.2182,42.741765199999996,48.29,126.641,0.0,0.0,2017.0,ATL,1.2617,159.78294970000002,163.778,2269.1408203333335
53789,35.445,0,0,27164098,2019,ATL,1.221567,43.298442315,48.29,38.05,0.0,0.0,2018.0,ATL,1.2182,46.352509999999995,48.29,28.691,0.0,0.0,2017.0,ATL,1.2617,36.1994347,33.209,23.332236999999996
54337,4.282,0,0,27444959,2019,ATL,1.221567,5.230749894000001,5.374,7.525,0.0,0.0,2018.0,ATL,1.2182,9.166955,9.479,34.293,0.0,0.0,2017.0,ATL,1.2617,43.2674781,48.29,271.2838323333333
54465,29.844,0,0,27499559,2019,ATL,1.221567,36.456445548000005,33.209,36.459,0.0,0.0,2018.0,ATL,1.2182,44.4143538,48.29,82.28200000000002,0.0,0.0,2017.0,ATL,1.2617,103.81519940000004,106.411,815.541566333334
55029,8.073,0,0,27749022,2019,ATL,1.221567,9.861710391,9.978,20.768,0.0,0.0,2018.0,ATL,1.2182,25.2995776,25.362,9.049,0.0,0.0,2017.0,ATL,1.2617,11.4171233,11.225,49.908427
56414,3.324,0,0,28423193,2019,SAV,1.2909329999999999,4.291061291999999,4.349,12.75,0.0,0.0,2018.0,SAV,1.2667,16.150425,16.24,10.796,0.0,0.0,2017.0,SAV,1.3493,14.5670428,16.24,24.749729333333335
56461,14.772,0,0,28446632,2019,SAV,1.2909329999999999,19.069662276,20.379,14.851,0.0,0.0,2018.0,SAV,1.2667,18.8117617,20.379,3.029,0.0,0.0,2017.0,SAV,1.3493,4.0870296999999995,4.349,46.27732900000001
56570,16.065,0,0,28507333,2019,SAV,1.2909329999999999,20.738838645,20.379,29.578000000000007,0.0,0.0,2018.0,SAV,1.2667,37.466452600000004,33.209,17.57,0.0,0.0,2017.0,SAV,1.3493,23.707200999999998,25.362,54.84304300000005
56571,16.79,0,0,28508228,2019,AUG,1.3324,22.370995999999998,25.362,13.46,0.0,0.0,2018.0,AUG,1.361,18.31906,20.379,24.751,0.0,0.0,2017.0,AUG,1.2987,32.1441237,33.209,33.65885033333333
56670,10.732000000000001,0,0,28577049,2019,SAV,1.2909329999999999,13.854292956,13.288,12.738,0.0,0.0,2018.0,SAV,1.2667,16.135224599999997,16.24,20.901,0.0,0.0,2017.0,SAV,1.3493,28.201719299999997,33.209,29.011194333333325
57088,9.029,0,0,28819252,2019,SAV,1.2909329999999999,11.655834056999998,11.225,17.156,0.0,0.0,2018.0,SAV,1.2667,21.731505199999997,20.379,18.795,0.0,0.0,2017.0,SAV,1.3493,25.3600935,25.362,27.35153433333334
57090,0.6559999999999999,0,0,28819853,2019,SAV,1.2909329999999999,0.8468520479999998,0.869,41.5,0.0,0.0,2018.0,SAV,1.2667,52.56805,48.29,10.102,0.0,0.0,2017.0,SAV,1.3493,13.6306286,13.288,457.21560933333336
57158,11.0,0,0,28862524,2019,SAV,1.2909329999999999,14.200263,16.24,2.08,0.0,0.0,2018.0,SAV,1.2667,2.6347359999999997,2.717,0.0,0.0,0.0,2017.0,SAV,1.3493,0.0,0.024,34.1488
57159,0.762,0,0,28863125,2019,SAV,1.2909329999999999,0.983690946,0.973,5.791,0.0,0.0,2018.0,SAV,1.2667,7.3354597,7.425,13.515999999999998,0.0,0.0,2017.0,SAV,1.3493,18.237138799999997,20.379,41.27183033333333
57191,10.375,0,0,28885362,2019,SAV,1.2909329999999999,13.393429874999999,13.288,16.61,0.0,0.0,2018.0,SAV,1.2667,21.039886999999997,20.379,4.6160000000000005,0.0,0.0,2017.0,SAV,1.3493,6.2283688,6.396,35.98289033333333
57218,60.828,0,0,28902791,2019,SAV,1.2909329999999999,78.524872524,80.488,57.459,0.0,0.0,2018.0,SAV,1.2667,72.7833153,74.603,49.698,0.0,0.0,2017.0,SAV,1.3493,67.0575114,68.734,32.57669700000002
57760,12.775,0,0,29237548,2019,SAV,1.2909329999999999,16.491669074999997,16.24,18.305,0.0,0.0,2018.0,SAV,1.2667,23.186943499999998,25.362,3.839,0.0,0.0,2017.0,SAV,1.3493,5.1799627,5.374,53.28302533333333
57920,236.597,0,0,29336070,2019,ATL,1.221567,289.019087499,296.245,222.925,0.0,0.0,2018.0,ATL,1.2182,271.567235,278.356,,,,,,,,,93.46179199999996
58055,7.8679999999999986,0,0,29425661,2019,SAV,1.2909329999999999,10.157060843999997,11.225,16.95,0.0,0.0,2018.0,SAV,1.2667,21.470564999999997,20.379,1.105,0.0,0.0,2017.0,SAV,1.3493,1.4909765,1.484,63.214152999999996
60594,25.592,0,0,30977443,2019,AUG,1.3324,34.0987808,33.209,18.822,0.0,0.0,2018.0,AUG,1.361,25.616742,25.362,32.331,0.0,0.0,2017.0,AUG,1.2987,41.988269700000004,48.29,45.62335033333336
60690,20.327,0,0,31036942,2019,AUG,1.3324,27.083694800000004,25.362,0.0,0.0,0.0,2018.0,AUG,1.361,0.0,0.024,,,,,,,,,206.59346450000004
60807,24.877,0,0,31113870,2019,AUG,1.3324,33.1461148,33.209,15.178,0.0,0.0,2018.0,AUG,1.361,20.657258000000002,20.379,23.51,0.0,0.0,2017.0,AUG,1.2987,30.532437,33.209,27.56025233333333
60837,29.225,0,0,31131369,2019,ATL,1.221567,35.700295575000005,33.209,85.978,0.0,0.0,2018.0,ATL,1.2182,104.7383996,107.357,18.256,0.0,0.0,2017.0,ATL,1.2617,23.0335952,25.362,1321.248542333333
62602,1.5919999999999999,0,0,32066455,2019,MAC,1.2811,2.0395111999999997,2.1,13.931,0.0,0.0,2018.0,MAC,1.2697,17.6881907,16.24,4.477,0.0,0.0,2017.0,MAC,1.3218,5.9176986000000005,5.887,41.658710333333325
62914,44.683,0,0,32217348,2019,ATL,1.221567,54.583278261000004,48.29,52.459,0.0,0.0,2018.0,ATL,1.2182,63.9055538,65.503,63.008,0.0,0.0,2017.0,ATL,1.2617,79.4971936,81.485,84.59220033333337
63113,0.0,0,0,32331496,2019,TRA,1.154433,0.0,0.024,0.006,0.0,0.0,2018.0,TRA,1.1404,0.0068424,0.024,11.776,0.0,0.0,2017.0,TRA,1.2324,14.512742399999999,16.24,46.20118533333333
63202,42.784,0,0,32380177,2019,TRA,1.154433,49.391261472000004,48.29,32.994,0.0,0.0,2018.0,TRA,1.1404,37.626357600000006,33.209,40.271,0.0,0.0,2017.0,TRA,1.2324,49.6299804,48.29,25.852332999999998
63263,28.401,0,0,32413232,2019,TRA,1.154433,32.787051633000004,33.209,18.652,0.0,0.0,2018.0,TRA,1.1404,21.270740800000002,20.379,18.075,0.0,0.0,2017.0,TRA,1.2324,22.27563,25.362,33.66703433333333
63292,14.686,0,0,32431863,2019,TRA,1.154433,16.954003038,16.24,24.814,0.0,0.0,2018.0,TRA,1.1404,28.2978856,33.209,8.889,0.0,0.0,2017.0,TRA,1.2324,10.954803599999998,11.225,64.96453633333334
63318,28.49,0,0,32445686,2019,TRA,1.154433,32.88979617,33.209,27.604,0.0,0.0,2018.0,TRA,1.1404,31.479601600000002,33.209,39.699,0.0,0.0,2017.0,TRA,1.2324,48.92504759999999,48.29,45.45261699999999
63320,37.35,0,0,32448090,2019,TRA,1.154433,43.11807255,48.29,33.214,0.0,0.0,2018.0,TRA,1.1404,37.8772456,33.209,17.732,0.0,0.0,2017.0,TRA,1.2324,21.8529168,20.379,106.94412400000002
63446,34.458,0,0,32528202,2019,TRA,1.154433,39.779452314,48.29,48.16,0.0,0.0,2018.0,TRA,1.1404,54.921664,48.29,37.604,0.0,0.0,2017.0,TRA,1.2324,46.343169599999996,48.29,51.51187599999999
63550,21.296,0,0,32587522,2019,TRA,1.154433,24.584805168,25.362,3.648,0.0,0.0,2018.0,TRA,1.1404,4.160179200000001,4.349,1.702,0.0,0.0,2017.0,TRA,1.2324,2.0975447999999997,2.1,116.527276
63564,43.291000000000004,0,0,32596635,2019,TRA,1.154433,49.976559003000006,48.29,46.032,0.0,0.0,2018.0,TRA,1.1404,52.4948928,48.29,31.312,0.0,0.0,2017.0,TRA,1.2324,38.5889088,48.29,61.28132033333331
64100,76.122,0,0,32928756,2019,MAC,1.2811,97.5198942,99.958,65.703,0.0,0.0,2018.0,MAC,1.2697,83.4230991,85.509,63.48,0.0,0.0,2017.0,MAC,1.3218,83.907864,86.006,45.55290900000001
64802,0.616,0,0,33282278,2019,ATL,1.221567,0.752485272,0.768,182.539,0.0,0.0,2018.0,ATL,1.2182,222.3690098,227.928,0.64,0.0,0.0,2017.0,ATL,1.2617,0.8074880000000001,0.869,11030.537451
65012,16.698,0,0,33391660,2019,ATL,1.221567,20.397725766,20.379,16.904,0.0,0.0,2018.0,ATL,1.2182,20.5924528,20.379,0.081,0.0,0.0,2017.0,ATL,1.2617,0.1021977,0.154,93.19674233333333
65028,0.8140000000000001,0,0,33400675,2019,ATL,1.221567,0.9943555380000001,0.973,15.961,1.0,0.0,2018.0,ATL,1.2182,19.4436902,20.379,13.965,0.0,0.0,2017.0,ATL,1.2617,17.6196405,16.24,67.72740433333334
65037,28.921,0,0,33408488,2019,ATL,1.221567,35.328939207000005,33.209,23.324,0.0,0.0,2018.0,ATL,1.2182,28.4132968,33.209,10.068,0.0,0.0,2017.0,ATL,1.2617,12.7027956,13.288,93.747259
65104,23.746,0,0,33437937,2019,ATL,1.221567,29.007329982,33.209,18.36,0.0,0.0,2018.0,ATL,1.2182,22.366152,25.362,30.666,0.0,0.0,2017.0,ATL,1.2617,38.6912922,48.29,38.05550533333334
65122,14.673,0,0,33445750,2019,ATL,1.221567,17.924052591000002,16.24,12.134,0.0,0.0,2018.0,ATL,1.2182,14.7816388,16.24,5.346,0.0,0.0,2017.0,ATL,1.2617,6.7450482,6.906,23.252732333333334
65409,32.793,0,0,33571242,2019,ATL,1.221567,40.058846631,48.29,15.567,0.0,0.0,2018.0,ATL,1.2182,18.9637194,20.379,12.985,0.0,0.0,2017.0,ATL,1.2617,16.3831745,16.24,115.95977733333332
65902,6.989,0,0,33777502,2019,ATL,1.221567,8.537531763,8.961,,-1.0,0.0,2018.0,ATL,1.2182,,,0.0,0.0,0.0,2017.0,ATL,1.2617,0.0,0.024,24.4230605
66825,14.465,0,0,34186182,2019,ATL,1.221567,17.669966655,16.24,0.0,1.0,1.0,2018.0,ATL,1.2182,0.0,0.024,0.0,0.0,0.0,2017.0,ATL,1.2617,0.0,0.024,69.74540833333334
66910,50.19300000000001,0,0,34220439,2019,ATL,1.221567,61.31411243100002,62.847,51.087,0.0,0.0,2018.0,ATL,1.2182,62.2341834,63.79,62.826,0.0,0.0,2017.0,ATL,1.2617,79.26756420000001,81.249,49.69934099999994
66939,1.6909999999999998,1,0,34233661,2019,ATL,1.221567,2.065669797,2.1,12.608,0.0,0.0,2018.0,ATL,1.2182,15.3590656,16.24,2.312,0.0,0.0,2017.0,ATL,1.2617,2.9170504,3.024,37.59569100000001
66969,9.071,0,0,34246883,2019,ATL,1.221567,11.080834257000001,11.225,10.584,0.0,0.0,2018.0,ATL,1.2182,12.893428799999999,13.288,27.725,0.0,0.0,2017.0,ATL,1.2617,34.980632500000006,33.209,107.34579433333336
66970,4.0310000000000015,0,0,34247484,2019,ATL,1.221567,4.924136577000002,4.863,8.87,0.0,0.0,2018.0,ATL,1.2182,10.805433999999998,11.225,16.099,0.0,0.0,2017.0,ATL,1.2617,20.312108300000002,20.379,36.88516433333332
67136,9.506,0,0,34321407,2019,ATL,1.221567,11.612215902,11.225,27.966,0.0,0.0,2018.0,ATL,1.2182,34.0681812,33.209,22.738000000000003,0.0,0.0,2017.0,ATL,1.2617,28.688534600000004,33.209,90.53156800000001
67140,26.351,0,0,34324412,2019,ATL,1.221567,32.189512017,33.209,26.792,0.0,0.0,2018.0,ATL,1.2182,32.6380144,33.209,40.278,0.0,0.0,2017.0,ATL,1.2617,50.8187526,48.29,62.67133433333332
68017,13.565,0,0,34722274,2019,ATL,1.221567,16.570556355,16.24,6.961,0.0,0.0,2018.0,ATL,1.2182,8.4798902,8.453,0.825,0.0,0.0,2017.0,ATL,1.2617,1.0409025,1.075,40.595152
68021,27.818,0,0,34723476,2019,ATL,1.221567,33.981550806,33.209,34.046,0.0,0.0,2018.0,ATL,1.2182,41.474837199999996,48.29,14.851,0.0,0.0,2017.0,ATL,1.2617,18.7375067,20.379,95.89651633333332
68064,60.753,0,0,34748718,2019,ATL,1.221567,74.213859951,76.069,40.335,0.0,0.0,2018.0,ATL,1.2182,49.136097,48.29,72.957,0.0,0.0,2017.0,ATL,1.2617,92.04984689999999,94.351,271.6712039999999
68075,2.747,0,0,34754127,2019,ATL,1.221567,3.355644549,3.316,14.265999999999998,0.0,0.0,2018.0,ATL,1.2182,17.378841199999997,16.24,8.363999999999999,0.0,0.0,2017.0,ATL,1.2617,10.5528588,11.225,33.17860899999999
68077,9.25,0,0,34754728,2019,ATL,1.221567,11.299494750000001,11.225,10.048,0.0,0.0,2018.0,ATL,1.2182,12.2404736,13.288,0.299,0.0,0.0,2017.0,ATL,1.2617,0.3772483,0.358,29.300034333333333
68083,11.895999999999999,0,0,34757132,2019,ATL,1.221567,14.531761032,16.24,5.257999999999999,0.0,0.0,2018.0,ATL,1.2182,6.405295599999999,6.396,2.365,0.0,0.0,2017.0,ATL,1.2617,2.9839205000000004,3.024,23.878742333333328
68085,23.041999999999998,0,0,34757733,2019,ATL,1.221567,28.147346814,33.209,11.173,1.0,0.0,2018.0,ATL,1.2182,13.610948599999999,13.288,6.817,0.0,0.0,2017.0,ATL,1.2617,8.6010089,8.961,70.51642033333331
68105,13.372,0,0,34767349,2019,ATL,1.221567,16.334793924,16.24,2.81,0.0,0.0,2018.0,ATL,1.2182,3.423142,3.316,2.136,0.0,0.0,2017.0,ATL,1.2617,2.6949912,2.717,39.709635999999996
68123,25.679000000000002,0,0,34775162,2019,ATL,1.221567,31.368618993000005,33.209,33.353,0.0,0.0,2018.0,ATL,1.2182,40.6306246,48.29,20.413,0.0,0.0,2017.0,ATL,1.2617,25.755082100000003,25.362,42.34410533333334
68160,42.235,0,0,34794394,2019,ATL,1.221567,51.592882245000006,48.29,20.434,0.0,0.0,2018.0,ATL,1.2182,24.8926988,25.362,16.197,0.0,0.0,2017.0,ATL,1.2617,20.4357549,20.379,195.20220233333333
68173,56.00899999999999,0,0,34801005,2019,ATL,1.221567,68.41874610299999,70.129,48.103,0.0,0.0,2018.0,ATL,1.2182,58.5990746,48.29,44.93899999999999,0.0,0.0,2017.0,ATL,1.2617,56.69953629999999,48.29,32.51010533333332
68203,33.967,0,0,34811222,2019,ATL,1.221567,41.492966289,48.29,31.119,0.0,0.0,2018.0,ATL,1.2182,37.9091658,33.209,24.478,0.0,0.0,2017.0,ATL,1.2617,30.883892600000003,33.209,23.70918433333332
68209,54.28,0,0,34814227,2019,ATL,1.221567,66.30665676000001,67.964,35.235,0.0,0.0,2018.0,ATL,1.2182,42.923277,48.29,31.093000000000004,0.0,0.0,2017.0,ATL,1.2617,39.23003810000001,48.29,152.9175263333333
68220,44.601000000000006,0,0,34819035,2019,ATL,1.221567,54.48310976700001,48.29,52.635,0.0,0.0,2018.0,ATL,1.2182,64.119957,65.723,39.659,0.0,0.0,2017.0,ATL,1.2617,50.0377603,48.29,42.89084933333332
68305,26.868000000000002,0,0,34858100,2019,ATL,1.221567,32.821062156,33.209,30.851,0.0,0.0,2018.0,ATL,1.2182,37.5826882,33.209,58.979,0.0,0.0,2017.0,ATL,1.2617,74.4138043,76.274,306.3608323333333
69093,24.783,0,0,35268828,2019,ATL,1.221567,30.274094961000003,33.209,22.908,0.0,0.0,2018.0,ATL,1.2182,27.906525600000002,25.362,36.696,0.0,0.0,2017.0,ATL,1.2617,46.299343199999996,48.29,55.92402299999998
69263,39.159,0,0,35349410,2019,ATL,1.221567,47.835342153,48.29,29.288,0.0,0.0,2018.0,ATL,1.2182,35.6786416,33.209,55.415,0.0,0.0,2017.0,ATL,1.2617,69.9171055,71.665,174.05238433333335
69502,0.0,0,0,35456783,2019,MAC,1.2811,0.0,0.024,65.025,0.0,0.0,2018.0,MAC,1.2697,82.56224250000001,84.626,92.485,0.0,0.0,2017.0,MAC,1.3218,122.246673,125.303,2255.9629083333334
70660,6.099,0,0,36114791,2019,ATL,1.221567,7.4503371330000006,7.425,0.035,0.0,0.0,2018.0,ATL,1.2182,0.042637,0.024,10.126,0.0,0.0,2017.0,ATL,1.2617,12.7759742,13.288,25.802850999999997
72786,59.88399999999999,0,0,37244671,2019,ATL,1.221567,73.152318228,74.981,48.93,0.0,0.0,2018.0,ATL,1.2182,59.606525999999995,48.29,45.721,0.0,0.0,2017.0,ATL,1.2617,57.686185699999996,48.29,55.14639433333329
72899,17.244,0,0,37290449,2019,ATL,1.221567,21.064701348,20.379,23.9,0.0,0.0,2018.0,ATL,1.2182,29.114979999999996,33.209,14.578,0.0,0.0,2017.0,ATL,1.2617,18.3930626,20.379,23.051595999999996
73313,13.984000000000002,0,0,37465012,2019,TRA,1.154433,16.143591072000003,16.24,21.824,0.0,0.0,2018.0,TRA,1.1404,24.888089600000004,25.362,,-1.0,0.0,2017.0,TRA,1.2324,,,30.732799999999997
74937,71.497,0,0,38231631,2019,ATL,1.221567,87.338375799,89.522,10.51,0.0,0.0,2018.0,ATL,1.2182,12.803282,13.288,49.824,0.0,0.0,2017.0,ATL,1.2617,62.8629408,64.435,955.7872823333333
