ATL,1624222.1159999091
AUG,62104.775999999605
BRU,29299.994999999843
MAC,46156.93000000017
ROM,51964.72400000006
SAV,41394.32899999994
SNG,114074.96499999911
TRA,123049.7459999993
VAL,7420.752999999976
