ATL,1520079.732000107
AUG,62157.51499999901
BRU,24524.877999999968
MAC,43215.364999999896
ROM,49345.29399999996
SAV,40969.57600000015
SNG,111909.57000000027
TRA,109527.50999999847
VAL,4932.897999999976
